SNP_ID	cdv_marker_id	Chromosome	Position	alt_pos	mult_positions	amplicon	cdv_map_feature.name	gene	candidate/random	Genaissance_daa_id	Sequenom_daa_id	count_amplicons	count_cmf	count_gene
PZA02963.5	4302	1	173860756			PZA02963	AY104466	AY104466	random	8039	11234	1	1	1
PZA02966.11	4306	2	128180206			PZA02966	AY104453	AY104453	random	8040	11235	1	1	1
PZA02968.4	4308	4	38941090			PZA02968	AY104446	AY104446	random	8041	11236	1	1	1
PZA02969.11	11672	10	143676107	Approximate: position of another SNP from the same amplicon plus 100 bases		PZA02969	AY104445	AY104445	random	10039	11237	1	1	1
PZA02970.9	4313	6	98507715			PZA02970	AY104443	AY104443	random	8042	11238	1	1	1
PZA02972.1	6701	4	2848110			PZA02972	AY104439	AY104439	random	8043	11239	1	1	1
PZA02982.5	4316	4	148401074			PZA02982	AY104386	AY104386	random	8044	11240	1	1	1
PZA02982.6	4317	4	148401263			PZA02982	AY104386	AY104386	random	8045	11241	0	0	0
PZA02983.38	4318	7	4244157	Approximate: 5 prime BLAST start of amplicon plus 50 bases		PZA02983	AY104384	AY104384	random	8046	11242	1	1	1
PZA02984.7	4320	unknown	unknown			PZA02984	AY104370	AY104370	random	8047	11243	1	1	1
PZA02988.2	4322	4	133757006			PZA02988	AY104345	AY104345	random	8048	11244	1	1	1
PZA02993.5	4327	10	106620017			PZA02993	AY104301	AY104301	random	8049	11245	1	1	1
PZA02997.16	4330	9	146470580			PZA02997	AY104285	AY104285	random	8051	11246	1	1	1
PZA02997.19	4331	9	146470644			PZA02997	AY104285	AY104285	random	8052	11247	0	0	0
PZA03001.15	4332	1	231037305			PZA03001	AY104260	AY104260	random	10040	11248	1	1	1
PZA03001.18	4333	1	231037244			PZA03001	AY104260	AY104260	random	8053	11249	0	0	0
PZA03001.9	4334	1	231037458			PZA03001	AY104260	AY104260	random	10041	11250	0	0	0
PZA03009.5	4342	3	11414308			PZA03009	AY104236	AY104236	random	8056	11252	1	1	1
PZA03009.6	4343	3	11414383			PZA03009	AY104236	AY104236	random	8057	11253	0	0	0
PZA03009.7	4344	3	11414423			PZA03009	AY104236	AY104236	random	8058	11254	0	0	0
PZA03009.8	11689	3	11414470			PZA03009	AY104236	AY104236	random	10042	11255	0	0	0
PZA03011.6	4345	3	201790247			PZA03011	AY104197	AY104197	random	8059	11256	1	1	1
PZA03012.10	4346	8	115257234			PZA03012	AY104190	AY104190	random	8060	11257	1	1	1
PZA03013.7	4349	4	139753			PZA03013	AY104189	AY104189	random	8061	11258	1	1	1
PZA03013.8	4350	4	139810			PZA03013	AY104189	AY104189	random	8062	11259	0	0	0
PZA03014.10	4351	1	102663772			PZA03014	AY104183	AY104183	random	8063	11260	1	1	1
PZA03014.21	4352	1	102663629			PZA03014	AY104183	AY104183	random	8064	11261	0	0	0
PZA03014.24	11695	1	102663486			PZA03014	AY104183	AY104183	random	10043	11263	0	0	0
PZA03017.10	4354	4	243222842			PZA03017	AY104160	AY104160	random	10044	11265	1	1	1
PZA03017.11	11696	4	243222845			PZA03017	AY104160	AY104160	random	10045	11266	0	0	0
PZA03024.16	4359	5	198534153			PZA03024	AY104127	AY104127	random	8065	11268	1	1	1
PZA03024.18	11702	5	198534192			PZA03024	AY104127	AY104127	random	10046	11269	0	0	0
PZA03024.7	4360	5	198534067			PZA03024	AY104127	AY104127	random	8066	11270	0	0	0
PZA03028.5	4364	1	150749370			PZA03028	AY104119	AY104119	random	8067	11271	1	1	1
PZA03032.16	4365	3	171364514			PZA03032	AY104108	AY104108	random	10047	11272	1	1	1
PZA03034.1	6703	5	6784084			PZA03034	AY104090	AY104090	random	8068	11275	1	1	1
PZA03035.5	4367	8	76419367			PZA03035	AY104088	AY104088	random	8069	11276	1	1	1
PZA03037.8	4372	1	285977254			PZA03037	AY104085	AY104085	random	8070	11278	1	1	1
PZA03037.9	11709	1	285977327			PZA03037	AY104085	AY104085	random	10049	11279	0	0	0
PZA03041.8	4373	6	115280978			PZA03041	AY104072	AY104072	random	8071	11280	1	1	1
PZA03042.1	4374	5	64413079			PZA03042	AY104065	AY104065	random	8072	11281	1	1	1
PZA03042.5	4375	5	64413280			PZA03042	AY104065	AY104065	random	8073	11282	0	0	0
PZA03046.2	4378	5	3194673			PZA03046	AY104052	AY104052	random	8074	11283	1	1	1
PZA03046.3	4379	5	3194670			PZA03046	AY104052	AY104052	random	8075	11284	0	0	0
PZA03047.12	4381	6	20837504			PZA03047	AY104051	AY104051	random	10050	11286	1	1	1
PZA03047.20	4382	6	20837292			PZA03047	AY104051	AY104051	random	10051	11287	0	0	0
PZA03047.22	11714	6	20837423			PZA03047	AY104051	AY104051	random	10052	11288	0	0	0
PZA03048.16	4383	unknown	unknown			PZA03048	AY104045	AY104045	random	8076	11289	1	1	1
PZA03048.17	4384	unknown	unknown			PZA03048	AY104045	AY104045	random	8077	11290	0	0	0
PZA03049.23	4387	5	88604674			PZA03049	AY104044	AY104044	random	10053	11291	1	1	1
PZA03051.1	6704	10	96216125			PZA03051	AY104037	AY104037	random	10054	11292	1	1	1
PZA03051.3	6706	10	96216463			PZA03051	AY104037	AY104037	random	10055	11293	0	0	0
PZA03052.15	4389	8	129384587			PZA03052	AY104033	AY104033	random	8078	11294	1	1	1
PZA03054.3	4391	3	31695569			PZA03054	AY104021	AY104021	random	8079	11297	1	1	1
PZA03054.5	4392	3	31695534			PZA03054	AY104021	AY104021	random	10056	11298	0	0	0
PZA03058.17	4395	9	19292988			PZA03058	AY103996	AY103996	random	10057	11299	1	1	1
PZA03062.15	4397	9	3873152			PZA03062	AY103991	AY103991	random	10058	11302	1	1	1
PZA03062.7	4398	9	3873116	Approximate: 5 prime BLAST start of amplicon plus 50 bases		PZA03062	AY103991	AY103991	random	8080	11303	0	0	0
PZA03063.17	4399	6	25335322			PZA03063	AY103983	AY103983	random	10059	11304	1	1	1
PZA03063.18	4400	6	25335362			PZA03063	AY103983	AY103983	random	8081	11305	0	0	0
PZA03064.6	4401	1	248503298			PZA03064	AY103973	AY103973	random	8082	11307	1	1	1
PZA03067.17	4402	7	14354166			PZA03067	AY103963	AY103963	random	10060	11308	1	1	1
PZA03067.20	4403	7	14354237			PZA03067	AY103963	AY103963	random	10061	11309	0	0	0
PZA03068.11	4404	6	140541768			PZA03068	AY103959	AY103959	random	8083	11310	1	1	1
PZA03068.13	4405	6	140541669			PZA03068	AY103959	AY103959	random	8084	11311	0	0	0
PZA03069.6	4407	6	81808425			PZA03069	AY103957	AY103957	random	8085	11312	1	1	1
PZA03073.23	4412	3	168443677			PZA03073	AY103945	AY103945	random	10062	11313	1	1	1
PZA03073.24	4413	3	168443701			PZA03073	AY103945	AY103945	random	8087	11314	0	0	0
PZA03074.24	4416	1	201295597			PZA03074	AY103941	AY103941	random	10063	11315	1	1	1
PZA03078.33	4420	10	6121326			PZA03078	AY103908	AY103908	random	8088	11318	1	1	1
PZA03081.1	4421	4	215393350			PZA03081	AY103898	AY103898	random	8089	11319	1	1	1
PZA03081.10	7829	4	215393294			PZA03081	AY103898	AY103898	random	10064	11320	0	0	0
PZA03081.11	11739	4	215393400	Approximate: position of another SNP from the same amplicon plus 50 bases		PZA03081	AY103898	AY103898	random	10065	11321	0	0	0
PZA03081.13	11741	4	215393136			PZA03081	AY103898	AY103898	random	10066	11323	0	0	0
PZA03081.6	4422	4	215393255			PZA03081	AY103898	AY103898	random	8090	11324	0	0	0
PZA03083.7	4425	2	159619959			PZA03083	AY103895	AY103895	random	8091	11326	1	1	1
PZA03089.12	4428	6	165724924			PZA03089	AY103861	AY103861	random	8092	11328	1	1	1
PZA03090.31	4429	6	69840279			PZA03090	AY103859	AY103859	random	8093	11329	1	1	1
PZA03092.7	4431	5	11992708			PZA03092	AY103848	AY103848	random	8094	11330	1	1	1
PZA03094.18	11748	5	173094139			PZA03094	AY103841	AY103841	random	10067	11331	1	1	1
PZA03094.6	4434	5	173094351			PZA03094	AY103841	AY103841	random	8095	11332	0	0	0
PZA03095.1	6105	5	65742112			PZA03095	AY103840	AY103840	random	8096	11333	1	1	1
PZA03095.2	6106	5	65742301			PZA03095	AY103840	AY103840	random	8097	11334	0	0	0
PZA03095.3	6107	5	65742041			PZA03095	AY103840	AY103840	random	8098	11335	0	0	0
PZA03097.4	4436	9	44359301			PZA03097	AY103830	AY103830	random	8099	11336	1	1	1
PZA03097.7	4437	9	44359430			PZA03097	AY103830	AY103830	random	8100	11337	0	0	0
PZA03097.9	11749	9	44359547			PZA03097	AY103830	AY103830	random	10068	11338	0	0	0
PZA03102.10	11751	6	145827611			PZA03102	AY103798	AY103798	random	10069	11339	1	1	1
PZA03102.2	4439	6	145827685			PZA03102	AY103798	AY103798	random	8101	11340	0	0	0
PZA03102.9	4440	6	145827559			PZA03102	AY103798	AY103798	random	8102	11341	0	0	0
PZA03137.1	5012	10	28596680			PZA03137	MAGI_84234	MAGI_84234	candidate	8103	11342	1	1	1
PZA03172.2	5220	5	188293932			PZA03172	MAGI_107879	MAGI_107879	candidate	8104	11344	1	1	1
PZA03223.3	5223	7	137629283			PZA03223	MAGI_69014	MAGI_69014	candidate	8105	11345	1	1	1
PZA03258.2	5228	7	137628516			PZA03258	MAGI_69014	MAGI_69014	candidate	8106	11346	1	0	0
PZA03283.2	5769	3	7602160			PZA03283	MIR156b	MIR156b	candidate	8107	11347	1	1	1
PZA03284.3	6620	5	91651999			PZA03284	MIR156d	MIR156d	candidate	8108	11348	1	1	1
PZA03290.1	5779	6	9243581			PZA03290	MIR160c	MIR160c	candidate	8109	11349	1	1	1
PZA03290.2	5780	6	9243719			PZA03290	MIR160c	MIR160c	candidate	8110	11350	0	0	0
PZA03295.4	6624	7	167014816			PZA03295	MIR164d	MIR164d	candidate	8111	11351	1	1	1
PZA03296.6	6625	6	83064659			PZA03296	MIR166a	MIR166a	candidate	8113	11353	1	1	1
PZA03296.7	6626	6	83064683			PZA03296	MIR166a	MIR166a	candidate	8114	11354	0	0	0
PZA03298.1	5798	5	21811793			PZA03298	MIR166d	MIR166d	candidate	8115	11355	1	1	1
PZA03298.2	5799	5	21811770			PZA03298	MIR166d	MIR166d	candidate	10071	11356	0	0	0
PZA03301.2	5808	1	240574247			PZA03301	MIR166i	MIR166i	candidate	8116	11358	1	1	1
PZA03301.4	6627	1	240574418			PZA03301	MIR166i	MIR166i	candidate	8117	11359	0	0	0
PZA03302.1	5810	3	115392917			PZA03302	MIR167a	MIR167a	candidate	8118	11360	1	1	1
PZA03305.6	6631	1	286642571			PZA03305	MIR167d	MIR167d	candidate	8120	11361	1	1	1
PZA03305.7	6632	1	286642715			PZA03305	MIR167d	MIR167d	candidate	8121	11362	0	0	0
PZA03311.2	5829	4	153293139			PZA03311	miR394a	miR394a	candidate	8122	11363	1	1	1
PZA03311.3	5830	4	153293180			PZA03311	miR394a	miR394a	candidate	8123	11364	0	0	0
PZA03311.4	5831	4	153293452			PZA03311	miR394a	miR394a	candidate	8124	11365	0	0	0
PZA03311.5	5832	4	153293454			PZA03311	miR394a	miR394a	candidate	8125	11366	0	0	0
PZA03312.1	5834	5	193296408			PZA03312	miR394b	miR394b	candidate	8126	11367	1	1	1
PZA03312.2	5835	5	193296367			PZA03312	miR394b	miR394b	candidate	8127	11368	0	0	0
PZA03316.2	6637	8	4766694			PZA03316	MIR169b	MIR169b	candidate	8128	11369	1	1	1
PZA03317.1	5841	unknown	unknown			PZA03317	MIR166e	MIR166e	candidate	8129	11370	1	1	1
PZA03319.3	6639	2	31946186			PZA03319	ath-miR156	ath-miR156	candidate	8131	11371	1	1	1
PZA03319.4	6640	2	31946045			PZA03319	ath-miR156	ath-miR156	candidate	8132	11372	0	0	0
PZA03320.3	6641	5	190229872			PZA03320	ath-miR156	ath-miR156	candidate	8133	11373	1	0	0
PZA03320.4	6642	5	190229809			PZA03320	ath-miR156	ath-miR156	candidate	8134	11374	0	0	0
PZA03328.5	6649	2	37328339			PZA03328	ath-miR164	ath-miR164	candidate	8136	11376	1	1	1
PZA03329.1	5861	7	152631991			PZA03329	ath-miR164	ath-miR164	candidate	8137	11377	1	0	0
PZA03329.2	6651	7	152631890			PZA03329	ath-miR164	ath-miR164	candidate	8138	11378	0	0	0
PZA03333.3	6655	6	144141536			PZA03333	ath-miR167	ath-miR167	candidate	8139	11380	1	1	1
PZA03335.2	5873	5	210890886			PZA03335	ath-miR169	ath-miR169	candidate	8140	11381	1	1	1
PZA03335.3	6656	5	210890712			PZA03335	ath-miR169	ath-miR169	candidate	8141	11382	0	0	0
PZA03337.1	5875	4	47028353	Approximate: position of another SNP from the same amplicon plus 50 bases		PZA03337	ath-miR169	ath-miR169	candidate	8142	11383	1	0	0
PZA03338.5	6661	unknown	unknown			PZA03338	ath-miR169	ath-miR169	candidate	8143	11384	1	0	0
PZA03340.2	5886	5	20201009			PZA03340	ath-miR171	ath-miR171	candidate	8144	11385	1	1	1
PZA03342.2	6664	10	43936126			PZA03342	ath-miR171	ath-miR171	candidate	10072	11386	1	0	0
PZA03344.4	5896	7	22002548			PZA03344	ath-miR172	ath-miR172	candidate	8145	11387	1	1	1
PZA03344.5	6669	7	22002659			PZA03344	ath-miR172	ath-miR172	candidate	8146	11388	0	0	0
PZA03344.6	6670	7	22002625			PZA03344	ath-miR172	ath-miR172	candidate	8147	11389	0	0	0
PZA03345.1	5897	1	36548526			PZA03345	ath-miR172	ath-miR172	candidate	8148	11390	1	0	0
PZA03345.2	5898	1	36548480			PZA03345	ath-miR172	ath-miR172	candidate	8149	11391	0	0	0
PZA03345.4	6671	1	36548602			PZA03345	ath-miR172	ath-miR172	candidate	8150	11392	0	0	0
PZA03347.1	5902	4	153293324			PZA03347	ath-miR394	ath-miR394	candidate	10073	11393	1	1	1
PZA03348.1	5905	6	159808188			PZA03348	ath-miR399	ath-miR399	candidate	8151	11395	1	1	1
PZA03349.1	5908	3	209957849			PZA03349	ath-miR168	ath-miR168	candidate	8152	11396	1	1	1
PZA03349.9	6678	3	209957628			PZA03349	ath-miR168	ath-miR168	candidate	8153	11397	0	0	0
PZA03767.1	6971	1	56389457	Approximate: position of another SNP from the same amplicon plus 50 bases		PZA03767	CL531_1	CL531_1	candidate	8169	11413	1	1	1
PZA03767.4	6974	1	56389507	Approximate: position of another SNP from the same amplicon plus 100 bases		PZA03767	CL531_1	CL531_1	candidate	10076	11415	0	0	0
PZA03767.5	6975	1	56389557	Approximate: position of another SNP from the same amplicon plus 150 bases		PZA03767	CL531_1	CL531_1	candidate	8170	11416	0	0	0
PZA03773.2	6998	3	106631676			PZA03773	NULL	PZA03456	candidate	8188	11435	1	0	1
PZA03773.3	6999	3	106631769			PZA03773	NULL	PZA03456	candidate	8189	11436	0	0	0
PZA03774.1	6979	5	180804966			PZA03774	CL6994_-2	CL6994_-2	candidate	8173	11419	1	1	1
PZA03774.10	6988	5	180807590			PZA03774	CL6994_-2	CL6994_-2	candidate	8174	11420	0	0	0
PZA03774.2	6980	5	180805978			PZA03774	CL6994_-2	CL6994_-2	candidate	8175	11421	0	0	0
PZA03774.4	6982	5	180806519			PZA03774	CL6994_-2	CL6994_-2	candidate	8176	11422	0	0	0
PZA03774.5	6983	5	180806661			PZA03774	CL6994_-2	CL6994_-2	candidate	8177	11423	0	0	0
PZA03774.6	6984	5	180806934			PZA03774	CL6994_-2	CL6994_-2	candidate	8178	11424	0	0	0
PZA03774.8	6986	5	180807207			PZA03774	CL6994_-2	CL6994_-2	candidate	8179	11425	0	0	0
PZA03774.9	6987	5	180807381			PZA03774	CL6994_-2	CL6994_-2	candidate	8180	11426	0	0	0
PZA03775.1	6955	2	47926730			PZA03775	NULL	PZA03450	candidate	8156	11400	1	1	1
PZA03775.11	6965	2	47924645			PZA03775	NULL	PZA03450	candidate	8158	11402	0	0	0
PZA03775.2	6956	2	47926413			PZA03775	NULL	PZA03450	candidate	8159	11403	0	0	0
PZA03775.3	6957	2	47926345			PZA03775	NULL	PZA03450	candidate	8160	11404	0	0	0
PZA03775.4	6958	2	47926037			PZA03775	NULL	PZA03450	candidate	8161	11405	0	0	0
PZA03775.6	6960	2	47925467			PZA03775	NULL	PZA03450	candidate	8163	11406	0	0	0
PZA03775.7	6961	2	47925355			PZA03775	NULL	PZA03450	candidate	10075	11407	0	0	0
PZA03775.8	6962	2	47925282			PZA03775	NULL	PZA03450	candidate	8164	11408	0	0	0
PZA03775.9	6963	2	47925244			PZA03775	NULL	PZA03450	candidate	8165	11409	0	0	0
PZA03781.1	6989	5	162157784			PZA03781	NULL	PZA03455	candidate	8181	11427	1	0	1
PZA03781.2	6990	5	162158231			PZA03781	NULL	PZA03455	candidate	10077	11428	0	0	0
PZA03781.3	6991	5	162158331			PZA03781	NULL	PZA03455	candidate	8182	11429	0	0	0
PZA03781.4	6992	5	162158551			PZA03781	NULL	PZA03455	candidate	8183	11430	0	0	0
PZA03781.5	6993	5	162158783			PZA03781	NULL	PZA03455	candidate	8184	11431	0	0	0
PZA03781.6	6994	5	162159069			PZA03781	NULL	PZA03455	candidate	8185	11432	0	0	0
PZA03781.7	6995	5	162159272			PZA03781	NULL	PZA03455	candidate	8186	11433	0	0	0
PZA03781.8	6996	5	162159448			PZA03781	NULL	PZA03455	candidate	8187	11434	0	0	0
PZA03782.1	6976	5	80011012			PZA03782	CL27617_1	CL27617_1	candidate	8171	11417	1	1	1
PZA03782.3	6978	5	80011658			PZA03782	CL27617_1	CL27617_1	candidate	8172	11418	0	0	0
PZA03786.1	6953	9	34889155			PZA03786	CL49722_1	CL49722_1	candidate	8154	11398	1	1	1
PZA03786.2	6954	9	34889189			PZA03786	CL49722_1	CL49722_1	candidate	8155	11399	0	0	0
PZA03789.1	6967	8	68477778			PZA03789	CL439	CL439	candidate	8166	11410	1	1	1
PZA03789.2	6968	8	68478278			PZA03789	CL439	CL439	candidate	8167	11411	0	0	0
PZA03789.4	6970	8	68478548			PZA03789	CL439	CL439	candidate	8168	11412	0	0	0
PZB00011.4	6112	1	233401171			PZB00011	CA826890	CA826890	candidate	8190	11437	1	1	1
PZB00011.5	6113	1	233401008			PZB00011	CA826890	CA826890	candidate	8191	11438	0	0	0
PZB00041.2	6119	8	44555242			PZB00041	BQ547717	BQ547717	candidate	8192	11447	1	1	1
PZB00041.4	6121	8	44554995			PZB00041	BQ547717	BQ547717	candidate	8193	11449	0	0	0
PZB00049.2	5341	8	21137213			PZB00049	BQ294114	BQ294114	candidate	10078	11451	1	1	1
PZB00049.4	6122	8	21136819			PZB00049	BQ294114	BQ294114	candidate	8194	11452	0	0	0
PZB00049.7	6125	8	21137286			PZB00049	BQ294114	BQ294114	candidate	10079	11453	0	0	0
PZB00055.1	6127	10	140493174			PZB00055	CD001845	CD001845	candidate	8195	11456	1	1	1
PZB00060.4	6131	3	129381947			PZB00060	CF015907	CF015907	candidate	8196	11457	1	1	1
PZB00062.6	6132	7	145056736			PZB00062	AI881573	AI881573	candidate	8197	11458	1	1	1
PZB00062.7	6133	7	145056593			PZB00062	AI881573	AI881573	candidate	8198	11459	0	0	0
PZB00062.8	6134	7	145056896			PZB00062	AI881573	AI881573	candidate	8199	11460	0	0	0
PZB00067.2	6140	1	276161977			PZB00067	CB885917	CB885917	candidate	8200	11464	1	1	1
PZB00067.3	6141	1	276161539			PZB00067	CB885917	CB885917	candidate	8201	11465	0	0	0
PZB00067.4	6142	1	276162208			PZB00067	CB885917	CB885917	candidate	8202	11466	0	0	0
PZB00067.5	6143	1	276161562			PZB00067	CB885917	CB885917	candidate	8203	11467	0	0	0
PZB00078.1	5357	2	33043784			PZB00078	AI622483	AI622483	candidate	10080	11470	1	1	1
PZB00081.2	5367	5	6960836			PZB00081	CF243587	CF243587	candidate	8204	11472	1	1	1
PZB00081.4	5369	5	6960673			PZB00081	CF243587	CF243587	candidate	8205	11474	0	0	0
PZB00081.5	5370	5	6961472			PZB00081	CF243587	CF243587	candidate	8206	11475	0	0	0
PZB00081.7	6146	5	6960889			PZB00081	CF243587	CF243587	candidate	8208	11476	0	0	0
PZB00092.1	5378	4	156289818			PZB00092	BM660941	BM660941	candidate	8209	11479	1	1	1
PZB00092.4	6149	4	156289793			PZB00092	BM660941	BM660941	candidate	8211	11480	0	0	0
PZB00093.3	6150	4	122796119			PZB00093	CD985862	CD985862	candidate	8212	11482	1	1	1
PZB00093.4	6151	4	122796274			PZB00093	CD985862	CD985862	candidate	8213	11483	0	0	0
PZB00093.6	6153	4	122796096			PZB00093	CD985862	CD985862	candidate	8214	11484	0	0	0
PZB00096.2	6157	8	21135254			PZB00096	AY365039	AY365039	candidate	8215	11485	1	1	1
PZB00096.3	6158	8	21135142			PZB00096	AY365039	AY365039	candidate	8216	11486	0	0	0
PZB00136.3	6162	5	184587467			PZB00136	AZM3_105597	AZM3_105597	candidate	8217	11491	1	1	1
PZB00140.1	6166	7	2081333			PZB00140	AZM3_55868	AZM3_55868	candidate	10081	11492	1	1	1
PZB00145.2	6167	8	44553828			PZB00145	AZM3_97156	AZM3_97156	candidate	8218	11494	1	1	1
PZB00149.2	5399	1	188047739			PZB00149	ZMtuc03-08-11.29749	ZMtuc03-08-11.29749	candidate	8219	11496	1	1	1
PZB00149.4	6168	1	188047770			PZB00149	ZMtuc03-08-11.29749	ZMtuc03-08-11.29749	candidate	8220	11497	0	0	0
PZB00153.1	5404	4	122795391			PZB00153	BG410414	BG410414	candidate	8222	11498	1	1	1
PZB00153.2	5405	4	122795343			PZB00153	BG410414	BG410414	candidate	10082	11499	0	0	0
PZB00153.3	6171	4	122795421			PZB00153	BG410414	BG410414	candidate	8223	11500	0	0	0
PZB00153.5	6173	4	122795210			PZB00153	BG410414	BG410414	candidate	8224	11501	0	0	0
PZB00160.1	5406	8	157472833			PZB00160	ELM1	ELM1	candidate	8225	11502	1	1	1
PZB00160.2	6174	8	157472883			PZB00160	ELM1	ELM1	candidate	8226	11503	0	0	0
PZB00160.4	6176	8	157473046			PZB00160	ELM1	ELM1	candidate	8227	11504	0	0	0
PZB00165.2	5408	2	43923473			PZB00165	CA831175	CA831175	candidate	8228	11507	1	1	1
PZB00165.6	6179	2	43923377			PZB00165	CA831175	CA831175	candidate	8229	11509	0	0	0
PZB00169.4	6181	7	127435474			PZB00169	AJ011619	AJ011619	candidate	8230	11510	1	1	1
PZB00169.6	6183	7	127435303			PZB00169	AJ011619	AJ011619	candidate	8231	11511	0	0	0
PZB00175.1	6187	7	104898621			PZB00175	Ramosa1	ra1	candidate	8237	11517	1	1	0
PZB00175.2	6188	7	104898467			PZB00175	Ramosa1	ra1	candidate	10083	11518	0	0	0
PZB00175.3	6189	7	104898624			PZB00175	Ramosa1	ra1	candidate	8238	11519	0	0	0
PZB00175.4	6190	7	104898656			PZB00175	Ramosa1	ra1	candidate	8239	11520	0	0	0
PZB00175.5	6191	7	104898448			PZB00175	Ramosa1	ra1	candidate	8240	11521	0	0	0
PZB00180.1	6192	5	80010049			PZB00180	BM079462	BM079462	candidate	8241	11523	1	1	1
PZB00180.2	6193	5	80010397			PZB00180	BM079462	BM079462	candidate	8242	11524	0	0	0
PZB00183.3	6194	2	43923270			PZB00183	BU098281	BU098281	candidate	8243	11530	1	1	1
PZB00188.6	6198	multiple			Chr4(106637739;106644768;157652727);Chr8(111504317);	PZB00188	CF244117	CF244117	candidate	8244	11532	1	1	1
PZB00207.3	6204	9	131405995			PZB00207	MAGI_108630	MAGI_108630	candidate	8245	11535	1	1	1
PZB00221.3	5458	9	142271047			PZB00221	MAGI_72974	MAGI_72974	candidate	8246	11537	1	1	1
PZB00221.8	6206	9	142271439			PZB00221	MAGI_72974	MAGI_72974	candidate	8247	11540	0	0	0
PZB00229.3	6208	4	156289504			PZB00229	BM660811	BM660811	candidate	8248	11544	1	1	1
PZB00232.1	5467	5	63417714			PZB00232	BG836523	BG836523	candidate	8250	11546	1	1	1
PZB00232.2	5468	5	63418190			PZB00232	BG836523	BG836523	candidate	8251	11547	0	0	0
PZB00232.4	6210	5	63418034			PZB00232	BG836523	BG836523	candidate	8252	11549	0	0	0
PZB00232.5	6211	5	63418171			PZB00232	BG836523	BG836523	candidate	8253	11550	0	0	0
PZB00379.3	6214	9	26661507			PZB00379	AF413470	AF413470	candidate	8255	11556	1	1	1
PZB00379.4	6215	9	26661490			PZB00379	AF413470	AF413470	candidate	8256	11557	0	0	0
PZB00379.5	6216	9	26661424	Approximate: 5 prime BLAST start of amplicon plus 50 bases		PZB00379	AF413470	AF413470	candidate	8257	11558	0	0	0
PZB00393.7	6217	1	202135418			PZB00393	br2	br2	candidate	8258	11559	1	1	1
PZB00409.3	6219	10	84002430			PZB00409	AY150646	AY150646	candidate	8259	11562	1	1	1
PZB00416.2	5505	6	131405904			PZB00416	CB380757	CB380757	candidate	10084	11563	1	1	1
PZB00416.5	6221	6	131405350			PZB00416	CB380757	CB380757	candidate	8260	11564	0	0	0
PZB00454.2	5513	1	188047850			PZB00454	AJ011618	AJ011618	candidate	8261	11567	1	1	1
PZB00454.3	6222	1	188047803			PZB00454	AJ011618	AJ011618	candidate	8262	11568	0	0	0
PZB00454.4	6223	1	188047932			PZB00454	AJ011618	AJ011618	candidate	8263	11569	0	0	0
PZB00454.5	6224	1	188048031			PZB00454	AJ011618	AJ011618	candidate	8264	11570	0	0	0
PZB00498.2	6226	5	88120483			PZB00498	AJ011614	AJ011614	candidate	8265	11571	1	1	1
PZB00498.4	6228	5	88120268			PZB00498	AJ011614	AJ011614	candidate	8266	11572	0	0	0
PZB00598.1	6230	7	161518116			PZB00598	AZM4_85148	AZM4_85148	candidate	8267	11584	1	1	1
PZB00598.2	6231	7	161518065			PZB00598	AZM4_85148	AZM4_85148	candidate	10085	11585	0	0	0
PZB00603.3	6233	7	165994896			PZB00603	AZM4_2313	AZM4_2313	candidate	8268	11586	1	1	1
PZB00603.4	6234	7	165994893			PZB00603	AZM4_2313	AZM4_2313	candidate	8269	11587	0	0	0
PZB00603.5	6235	7	165994838	Approximate: 5 prime BLAST start of amplicon plus 50 bases		PZB00603	AZM4_2313	AZM4_2313	candidate	8270	11588	0	0	0
PZB00607.2	6236	2	104938513			PZB00607	AZM4_111340	AZM4_111340	candidate	8271	11589	1	1	1
PZB00761.1	5597	9	83959651			PZB00761	MAGI_38349	MAGI_38349	candidate	8272	11602	1	1	1
PZB00761.2	5598	9	83960023			PZB00761	MAGI_38349	MAGI_38349	candidate	8273	11603	0	0	0
PZB00849.2	5631	10	43580042			PZB00849	MAGI_28387	MAGI_28387	candidate	8274	11612	1	1	1
PZB00849.3	6237	10	43580066			PZB00849	MAGI_28387	MAGI_28387	candidate	8275	11613	0	0	0
PZB00849.4	6238	10	43580106			PZB00849	MAGI_28387	MAGI_28387	candidate	8276	11614	0	0	0
PZB00859.1	5634	1	157104			PZB00859	MAGI_36625	MAGI_36625	candidate	8277	11617	1	1	1
PZB01109.2	5716	3	194643852			PZB01109	AZM4_90485	AZM4_90485	candidate	8278	11643	1	1	1
PZB01109.3	6239	3	194643970			PZB01109	AZM4_90485	AZM4_90485	candidate	8279	11644	0	0	0
PZB01110.1	5719	9	24028795			PZB01110	AZM4_91097	AZM4_91097	candidate	8280	11646	1	1	1
PZB01110.2	6241	9	24028867			PZB01110	AZM4_91097	AZM4_91097	candidate	10086	11647	0	0	0
PZB01110.3	6242	9	24028611			PZB01110	AZM4_91097	AZM4_91097	candidate	8281	11648	0	0	0
PZB01111.6	6244	10	134034875			PZB01111	AZM4_116423	AZM4_116423	candidate	8282	11651	1	1	1
PZB01111.7	6245	10	134034686			PZB01111	AZM4_116423	AZM4_116423	candidate	8283	11652	0	0	0
PZB01111.8	6246	10	134034407			PZB01111	AZM4_116423	AZM4_116423	candidate	8284	11653	0	0	0
PZB01112.3	5723	5	68420111			PZB01112	AZM4_52718	AZM4_52718	candidate	8285	11656	1	1	1
